place_id,place_name,place_rating,place_address,place_types,location.lat,location.lng,place_user_ratings_total,user_name,user_rating,review_text,creation_time
ChIJWbLjHzG9oRQRumNlwtqdzNc,PAME Paradiso,4.4,"Klisovis 7, Athina","['lodging', 'point_of_interest', 'establishment']",37.985355,23.731983,177,David Newman,5,"Nice Hotel in urban area with friendly staff. Good size room with balcony.
Noisy on Fridays due to two bars with competing sound tracks only negative.
Good murals and shutter art near by.
Straight forward walk towards the historic centre or one stop on Metro.",1730505430
ChIJWbLjHzG9oRQRumNlwtqdzNc,PAME Paradiso,4.4,"Klisovis 7, Athina","['lodging', 'point_of_interest', 'establishment']",37.985355,23.731983,177,Di Si,5,"Attention!! A hidden gem is here !

The rooms were toooop
The staff especially Georgia and Eirini were super kind and they were really willing to help with everything!
The location was next to the city centre
It was really clean and even on the second floor you couldn’t hear anything from the noise outside
We would definitely gonna visit again at our next trip in Athens

Thanks for everything 🩵",1730189335
ChIJWbLjHzG9oRQRumNlwtqdzNc,PAME Paradiso,4.4,"Klisovis 7, Athina","['lodging', 'point_of_interest', 'establishment']",37.985355,23.731983,177,Santiago Elechiguerra,5,"Amazing hotel experience. Rooms were great, clean, and very nicely decorated. Staff was always very nice and incredibly helpful. Best about all, hotel was an incredible value for its money.",1721821765
ChIJWbLjHzG9oRQRumNlwtqdzNc,PAME Paradiso,4.4,"Klisovis 7, Athina","['lodging', 'point_of_interest', 'establishment']",37.985355,23.731983,177,Kimberly Cristobal,4,"The front desk staff were very friendly and accommodating during our stay. Rooms were spacious and room service was available every day. The hotel is walking distance to all the main attractions. Only downfall during the stay was that on the weekend (Friday night) you could hear the club music all night and it didn't end till 6 am. Aside from that, we enjoyed our stay",1712440258
ChIJI4XE3zC9oRQRa1dORqddIHo,Athens Lights Hotel,3.9,"Klisovis 3, Athina","['lodging', 'point_of_interest', 'establishment']",37.9851654,23.7320249,97,John Doll,2,"I booked this hotel through capital one. No instructions for check in were ever sent except for check in starts at 2pm. When I arrived at 330 pm no one was at the hotel working. It took me almost an 30 minutes to reach the owner on the number listed on front door. My cab driver was finally able to contact them and staff walked me through lockboxes to get to my room (remote) Huge inconvenience locating hotel and checking in. Once I got to my room I was very sweaty due to the length of time it took me to get into the building. I went to take a shower, and it was broken. The faucet was the only part that worked, not the shower heads. Since no one was working in the building I was not able to get this corrected.

Location:

Hard to find, lots of open drug use all around location. Not appropriate for families. Felt unsafe. Close to acropolis is about the only pro of the location.

Rooms were nice, and would have received higher score if the shower worked. Service was horrible. Would strongly recommend going somewhere else.",1723820557
ChIJI4XE3zC9oRQRa1dORqddIHo,Athens Lights Hotel,3.9,"Klisovis 3, Athina","['lodging', 'point_of_interest', 'establishment']",37.9851654,23.7320249,97,Alex Vasquez,5,"Staff here were helpful and friendly. The location of the spot was pretty decent, very walkable to the omonia train stop. And other districts are also very walkable in about 10 minutes away. The room was a little oddly configured, a little Spartan. The walls and the bed wasn't my personal favorite. But it did the trick. It was just fine. I'd recommend this place still.",1695794243
ChIJI4XE3zC9oRQRa1dORqddIHo,Athens Lights Hotel,3.9,"Klisovis 3, Athina","['lodging', 'point_of_interest', 'establishment']",37.9851654,23.7320249,97,Marie Morere,1,"Just impossible to sleep, loud music and fights or even car alarm or weird people banging on the doors or shouting until 5 in the morning - in a very ugly, dirty and creepy street. Not trendy at all!! Sadly a homeless man slept in front of the entrance for 2 nights...rooms were Ok but some dirty sheets and broken shower for my friend. No one at the reception when we arrived we were lucky to send an email to get a code and get in. Once we saw a young man (out of 6 nights) at the reception. No breakfast to go. Really we do not recommend this place - even my friend at the back could not sleep because of the noise. Strange abandonned buildings with some lights at night - but these are not Athens Lights. Bar called From dusk to dawn which is true. Very disappointed as we had no other choice. On a Positive note: earplugs are provided but you need extra headphones on top of them to fall asleep...",1679091032
ChIJI4XE3zC9oRQRa1dORqddIHo,Athens Lights Hotel,3.9,"Klisovis 3, Athina","['lodging', 'point_of_interest', 'establishment']",37.9851654,23.7320249,97,anulina taka-sobie,4,Great staff! Very helpful and friendly! A receptionist can speak perfect Polish! We were impressed! He is Greek! For me a big disadvantage was noise. It is a great place for people who come to Athens to party and enjoy night life 🙂,1636967215
ChIJI4XE3zC9oRQRa1dORqddIHo,Athens Lights Hotel,3.9,"Klisovis 3, Athina","['lodging', 'point_of_interest', 'establishment']",37.9851654,23.7320249,97,matt kara,5,I had a very good stay here last year reception. People were very helpful organise taxi for me food and very cheap accommodation in a beautiful hotel. I recommend it highly if you’re in Athens,1688833828
ChIJ-U1O_Mm9oRQRtrscdNwtn-c,Benaki Apartments,4.7,"Emmanouil Benaki 41, Athina","['lodging', 'point_of_interest', 'establishment']",37.98490609999999,23.7335535,3,GSM,4,"Very cool place with nice rooms. As a weak point, could be a bit more clean.",1723203499
ChIJ-U1O_Mm9oRQRtrscdNwtn-c,Benaki Apartments,4.7,"Emmanouil Benaki 41, Athina","['lodging', 'point_of_interest', 'establishment']",37.98490609999999,23.7335535,3,David van der Velde,5,Very nice place,1695051377
ChIJ-U1O_Mm9oRQRtrscdNwtn-c,Benaki Apartments,4.7,"Emmanouil Benaki 41, Athina","['lodging', 'point_of_interest', 'establishment']",37.98490609999999,23.7335535,3,Alzounies Alexandre,5,"Very spacious and well equipped apartment. Clean and comfortable, really nothing to say, it's perfect.

The big plus is the location. The area is very lively, full of small bars, restaurants and other kebabs, it's very pleasant.",1729711819
ChIJW73fv_O9oRQRIfZNQp8e2eo,COLORS Hotel Athens,4.7,"Emmanouil Benaki 27-29, Athina","['lodging', 'point_of_interest', 'establishment']",37.9844933,23.7326927,665,Sana Shroff,1,"This hotel is listed as a 4-star, but it’s far from deserving that rating—closer to a 1-star experience, at best. Breakfast was very disappointing, with extremely limited options. On Sunday, a typically busy breakfast day, many items were already finished by 8 am. Despite several requests, no cut fruits were available, and when croissants ran out at 10 am, staff refused to replenish them, citing the 10:30 closing time as an excuse. Thank god it was my last day here.

The room itself was not up to standard. Bed sheets and pillow covers were visibly stained, which felt unhygienic and disappointing. While the ground staff were helpful, the kitchen staff were quite rude, refusing to assist even after being notified of the empty breakfast items.

Overall, a frustrating experience in such a beautiful city. I wish I’d chosen a different hotel.",1730016236
ChIJW73fv_O9oRQRIfZNQp8e2eo,COLORS Hotel Athens,4.7,"Emmanouil Benaki 27-29, Athina","['lodging', 'point_of_interest', 'establishment']",37.9844933,23.7326927,665,Chris Gagliano,5,"What a wonderful stay.  The staff was always very polite and helpful.  Went out of their way to assist, if needed.  The hotel has a boutique feel to it, with it's location and smaller elevators, but it's a great place to stay.  The rooms are spacious and clean, with comfortable bedding, plenty of lighting and outlets, and a bathroom with an amazing shower.  Seriously, the shower was very large with great pressure and a rainfall shower head that I've missed since we left.  The breakfast every morning is probably the best hotel breakfast I've ever had.  There are great restaurants and coffee shops within walking distance to COLORS.  This was a great, great stay.",1719814705
ChIJW73fv_O9oRQRIfZNQp8e2eo,COLORS Hotel Athens,4.7,"Emmanouil Benaki 27-29, Athina","['lodging', 'point_of_interest', 'establishment']",37.9844933,23.7326927,665,Colin Pattinson,5,"I had an issue with a cancelled flight and shout out to Tasos on the front desk who was an absolute legend and helped me sort a room for the night. Hotel is great. Nicely decorated, not that far from the train station and easy bus ride to airport and obviously close to the centre of town. Would stay again.",1730025904
ChIJW73fv_O9oRQRIfZNQp8e2eo,COLORS Hotel Athens,4.7,"Emmanouil Benaki 27-29, Athina","['lodging', 'point_of_interest', 'establishment']",37.9844933,23.7326927,665,Antonia Yañez,5,"Everything was great! I cannot recommend this hotel more.
Nice and helpful staff, everything super clean, new and tidy.
Location is 15min walk from the centre so it’s easy to get to all places without public transport or taxis.
The breakfast is €15 and is delicious. Great food and not your typical and boring continental breakfast. This one has different savoury and sweet options for any preferences.
Honestly, we had a great experience. 100/10",1725348544
ChIJW73fv_O9oRQRIfZNQp8e2eo,COLORS Hotel Athens,4.7,"Emmanouil Benaki 27-29, Athina","['lodging', 'point_of_interest', 'establishment']",37.9844933,23.7326927,665,רפי פרץ,5,"My favorite hotel in Athens. The hotel is designed in a modern-humorous style.
I really like the location, close to the center but quiet.
Very comfortable (and colorful) rooms. Good breakfast.
You can find parking on the street.
The hotel staff is exceptionally helpful and cute. A perfect hotel for me.",1721196758
ChIJd2Q8Nu-9oRQRxTepzoIizMY,Athens Key Hotel,4.6,"Chalkokondili 12, Athina","['lodging', 'point_of_interest', 'establishment']",37.9859905,23.7306034,248,Lilly Del Mundo,5,The hotel was beautiful and clean! The staff was extremely friendly and helpful. We were able to check in a bit early and while we waited we could see the acropolis from the rooftop restaurant! We truly loved being able to stay in the heart of Athens!,1729844318
ChIJd2Q8Nu-9oRQRxTepzoIizMY,Athens Key Hotel,4.6,"Chalkokondili 12, Athina","['lodging', 'point_of_interest', 'establishment']",37.9859905,23.7306034,248,Ollie Hobbs,5,"Stayed here 4 nights at the start of October 2024.
The room we had was on the 6th floor. The room was nice with a wardrobe (including bath robe & slippers), desk, small fridge and a small balcony (no furniture on the balcony).
There was also complimentary bottled water, and a coffee machine. The shower was amazing, lots of space, superb water pressure and hot water. The bed was clean and comfy. We had a double room booked but it was two single mattresses pushed together which which a slight discomfort.

Staff are very friendly & welcoming. They provided a map of the city and recommendations on where to visit.

Breakfast is served on the 10th floor, the Parthenon/Acropolis can be seen from here! It is the typical hotel buffet-style, with small variety each day, overall it was pretty good. Very helpfully the staff provided me and my wife with a plate of pastry items when we overslept and missed breakfast one morning!
In the evening the 10th floor offers a rooftop bar & restaurant. We didn't eat in the evening, but the bar offered a good selection of drinks, with a great view across the city.

The location of the hotel is slightly out of the tourist hotspot area, but it is only a short walk. There is also a metro station and the city sightseeing bus stops a few minutes away. There are also some mini-markets nearby the hotel to buy any essential items or snacks.

Overall we were happy with our stay, I would rate somewhere near 4.5 stars. So I've rounded up on this occasion.",1728287965
ChIJd2Q8Nu-9oRQRxTepzoIizMY,Athens Key Hotel,4.6,"Chalkokondili 12, Athina","['lodging', 'point_of_interest', 'establishment']",37.9859905,23.7306034,248,Judy S,5,"My husband and I stayed here for 2 days before going on a cruise.
The staff couldn't have been any more nicer and so helpful! Maria the manager is excellent! She checked on us often to make sure we didn't have any issues. The rooftop bar was a fabulous spot to sit and have a cocktail in the evening to the views of the acropolis and surrounding city. Manos and Venetia provided great service despite that a large group had also shown up and were quite demanding. (Probably tired and hungry! No judgement!)
Our room was clean, the showers had great hot water pressure, and the acts were very quiet!
The area was within 20 minutes walk to the markets, shopping, and the Parthenon!",1729409972
ChIJd2Q8Nu-9oRQRxTepzoIizMY,Athens Key Hotel,4.6,"Chalkokondili 12, Athina","['lodging', 'point_of_interest', 'establishment']",37.9859905,23.7306034,248,Benjamin Truter,5,"My brother and I visited back in April, the hotel was refreshingly better than expected, the staff were incredible and could not have been more accomadating from assisting with tours to sitting on the rooftop drinking drinks.

Highly recommend!",1723729506
ChIJd2Q8Nu-9oRQRxTepzoIizMY,Athens Key Hotel,4.6,"Chalkokondili 12, Athina","['lodging', 'point_of_interest', 'establishment']",37.9859905,23.7306034,248,David Katz,3,"3 star hotel. Yes Maria the hotel manager is nice and there are smiles on staff but, the hotel is run down, desperately needs paint and an update, almost non-functional gym, offers a sad minimal breakfast, is in a sketchy part of town and DOES NOT meet a 5 star standard. AT ALL! So as long as you’re aware that you’re getting a 3 star hotel, you’re fine. The pics and reviews are misleading. We would not have stayed here otherwise. People are very nice!",1719468138
ChIJlxCz3Da9oRQRtblZZULlQoY,The Link Athens,3.9,"Emmanouil Benaki 66, Athina","['lodging', 'point_of_interest', 'establishment']",37.985382,23.734709,18,Nanda Coenen,4,"The neighbourhood is apparently known for not being very safe. We didn't feel unsafe at all. You do notice police on guard every here and there, but other than that only the cosy restaurants, eclectic vibes and ice cream parlor (Makalu, would recommend 5/5!) stood out - in a positive way.

Zoe is a very friendly host. She is available via WhatsApp and helped us with some questions. She also suggested to bring clean towels, although that was not included in our stay.

Based on the points above combined with the very reasonable pricing, I would recommend this accommodation.

However, some things to be aware of: the bed and the pillows weren't the most comfortable (although preferences can differ of course). And the apartments Zoe rents out are quite noisy, if you are unlucky to have loud neighbours as we did. If you are a light/sensitive sleeper, this place might not be for you.

Nearest metro station is a 10 minute walk away, be aware that walking in Athens can be quite tiresome because of the incline and bad pavements.
On a side note: would recommend to purchase a public transport ticket that's available for 5 days. So much cheaper than thinking you'll only use the metro once and then end up buying new tickets everyday. 🙈",1695042102
ChIJlxCz3Da9oRQRtblZZULlQoY,The Link Athens,3.9,"Emmanouil Benaki 66, Athina","['lodging', 'point_of_interest', 'establishment']",37.985382,23.734709,18,Stefano Petri,5,"Fantastic location in Εξαρχία (Hexarchia) of Athens! Post-modern flat with very good furnitures. The bathroom is very stylish! Superb non-price! I think I never paid a location less than this and never had such quality! I went by feet to the Archeological museum and it took me 8 minutes and in 20 minutes by feet you reach the Olympieion!
Highly recommend!! 👍🏼👍🏼 If you don't want to walk, there is plenty of taxis communicating with city center for 4€ (ain't kidding)",1598125287
ChIJlxCz3Da9oRQRtblZZULlQoY,The Link Athens,3.9,"Emmanouil Benaki 66, Athina","['lodging', 'point_of_interest', 'establishment']",37.985382,23.734709,18,W Kanters,1,"I don't write many reviews but I feel it is my duty to warn fellow travellers.  This area is not safe at all.  We were lucky to arrive around 3pm and could still find a different hotel for that night, but if you arrive here at night the chances of you getting mugged or pickpocketed are significant.  After the shock of walking through this area we started reading and asking around and we consider ourselves lucky that nothing happend, there are many many stories of people getting robbed, so beware of any false account reviews telling you otherwise.  Hope you stay away from the Omonoia metro station and area, it is full of junkies, homeless people, pickpockets and worse, there is nobody to help if something happens, no police no official.  Please be safe and stay in a safe tourist area.",1631473231
ChIJlxCz3Da9oRQRtblZZULlQoY,The Link Athens,3.9,"Emmanouil Benaki 66, Athina","['lodging', 'point_of_interest', 'establishment']",37.985382,23.734709,18,marta martika,5,"We stayed at Miranda place past Saturday  only one night but had  really nice experience.Really clean room,perfect location .Miranda was really helpful with recommending us things we can do around area and brought us some amazing greek traditional sweets next morning ..great host :) .Recommend to everyone her place  and for sure will back if next time in Athens.",1572372321
ChIJlxCz3Da9oRQRtblZZULlQoY,The Link Athens,3.9,"Emmanouil Benaki 66, Athina","['lodging', 'point_of_interest', 'establishment']",37.985382,23.734709,18,Daniele Rivolta,4,"Clean apartment located in an overall central position, also considering the quality/price ratio. The only flaw is the absence of a table to possibly eat or relax. However, eating is not a problem given the wide choice in the surrounding area with more than good quality",1697387613
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina","['lodging', 'point_of_interest', 'establishment']",37.9860708,23.730062,1880,Kim Carhart,4,"I would have given this hotel 5 stars if it were not for the welcome we received upon our arrival.  Our overseas flight landed at 8 am and we were at this hotel by 10.  We could not get a room until 2 pm!  This was after a long day of traveling.  After speaking with other hotel guests, this seems to be a persistent problem.  Suggestions, perhaps?  Even if you could spare a glass of water and a cool place to sit would have been nice. Maybe a free breakfast or cup of coffee/tea?  I appreciate that the rooms need cleaned, but I'm sure there were some  people that left early.  An early arrival room for weary travelers would be appreciated.  Also, Theo must have been tired of dealing with weary travelers as he wasn't very pleasant.
The positives - rooms are extremely nice with a Jacuzzi tub and a shower with body sprays. Beds are super comfortable.  Rooms were clean and nicely prepared.
Rooftop pool, bar, and dining area are just beautiful to relax after a day of sightseeing.
All other staff were more than helpful and very kind.",1725640717
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina","['lodging', 'point_of_interest', 'establishment']",37.9860708,23.730062,1880,Brittany H,5,"This was our first time staying at this hotel chain and we were pleasantly surprised. The customer service was top notch, every single person was attentive and went out of their way to assist us. The rooms were very nice and the beds were very comfy. The roof that bar was really nice and had great views. I personally wouldn’t stay at this hotel again due to the location. I would stay at this chain but I’m sure there’s far greater locations. The area surrounding the hotel has lots of homeless and druggies just lingering and sleeping in the streets.",1722388494
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina","['lodging', 'point_of_interest', 'establishment']",37.9860708,23.730062,1880,Lil M,4,Loved this hotel. Very convenient for walks to the city centre and historical sites in Athens. The sky lounge is very popular for an afternoon swim and sun. It becomes magical at night for a romantic dinner with a view of the Acropolis.,1728123964
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina","['lodging', 'point_of_interest', 'establishment']",37.9860708,23.730062,1880,Rita Stoy,5,"We enjoyed our stay very much. Staff was very polite. Our room was very clean and comfortable. We liked the overhead shower but could not get our handheld to work. Housekeeping came twice a day. A nice tray of cookies and dried fruit awaited us when we arrived. We brought our own universal plug adapter but were disappointed that there were no USB ports in the room or outlet in the bathroom.
The pool was wonderful! Hot tub looked inviting but water was not warm. Food and drinks on the rooftop we're good but menu options were limited.
Breakfast buffet was Amazing!",1717737933
ChIJDSSprTG9oRQRWcYwsx3jeOI,Meliá Athens,4.3,"28is Oktovriou, Chalkokondili 14, Athina","['lodging', 'point_of_interest', 'establishment']",37.9860708,23.730062,1880,Nicolas Mazzaglia,4,"I had a great stay in Athens—my second visit after 11 years, and the experience was just as good as I remembered.

Location: While the hotel is slightly removed from the city’s main attractions, it's only a 15-minute walk or a quick 5-minute metro ride to the lively parts of town. The Omonia metro station is conveniently close by.

Room: The room was well-furnished and spacious enough to accommodate an extra bed for our child. The bathroom was also quite large, though the hydro-massage shower felt outdated and a bit tricky to navigate as it’s quite high to climb. However, the cleanliness was excellent throughout.

Breakfast: The breakfast offered a good variety of hot and cold dishes—perfect if you want to avoid the hassle of searching for breakfast in the city early in the morning. The only downside was the coffee, which, like in other Melia hotels, wasn’t great. I’m still not sure if it’s the machine or the coffee beans they use.

Rooftop Pool: One of the highlights was the rooftop pool, a rarity in Athens. Although it’s small, it’s a refreshing escape on those hot days, with the added bonus of a bar. However, I wasn’t thrilled that non-hotel guests can access the pool for a fee, as it made the area feel a bit less secure.",1724594847
ChIJzacaH6a9oRQRBG4Ft9Hnlro,limehome Athens Solonos,4.2,"Solonos 103, Athina","['lodging', 'point_of_interest', 'establishment']",37.9841253,23.7337076,13,nouhayla EL AMRANI,1,"Misleading photos and customer service that lets robots answer your questions.
We booked a room with a description and photos that made us dream. The reality was completely different.
One person ended up in hospital because of the damp apartment. Please note that the organization describes itself as immensely accessible, but there is no elevator!",1721394433
ChIJzacaH6a9oRQRBG4Ft9Hnlro,limehome Athens Solonos,4.2,"Solonos 103, Athina","['lodging', 'point_of_interest', 'establishment']",37.9841253,23.7337076,13,Eric J,5,"A small studio apartment but with a great terrace.   I stayed for 3 nights in this German apartment chain during my holiday in Athens.  This property is located approximately 5-10 minutes away from Panemistimio Station.   Not exactly in the centre but pretty walkable to everywhere including many tourist attractions.

A studio apartment I chose came with an extra sized single bed with a terrace.  The indoor space was small, but it is modern and is well-equipped with necessary appliances and kitchenette.

To me it is was its spacious terrace that really did a magic.  I spent quite a bit of time enjoying coffee and the sun in this terrace (I would hardly stay indoors in this sunny city).  If you do not mind its small indoor space, I think it is just perfect for a solo traveler.",1713497367
ChIJzacaH6a9oRQRBG4Ft9Hnlro,limehome Athens Solonos,4.2,"Solonos 103, Athina","['lodging', 'point_of_interest', 'establishment']",37.9841253,23.7337076,13,T Calling,2,"I’ve had the best intentions to rate this newly refurbished house, which business concept of individual studio units seems to taylor to professionals and digital nomads. I’ll attempt for a balanced pros & cons below:

✅ location, 8 mins walk to Omonia or Paneptismo 🚇 touching the central locations and a few restaurants in the closest vicinity
✅ friction free, key less check in, send on booking, which eliminates any need to contact the provider, 9/10 times. I didn’t have any issues with the codes.
✅amenities inside, the size of the room. Missing iron & board but having a smart 📺 hdmi cable if you need it for work
✅ 🛜 👍 I didn’t have issues but I’m also on international roaming

👋 acceptable cleaning. The floors throughout and patches of dirt on bedside table made the place reasonably clean, not spotless. You need to ask to get your room turned around

❌ beware of room 104. If you find out that you’ve been allocated to it, try to change it at all costs. The window is in a lower ground floor, looking out into a closed off space, portrayed in the picture. Feels like staying in catacombs, murky. Street noice 24/7, echoing within like if you had the buzzing right infront of your doorstep
❌ 24/7 noice. You’ll hear everything! This place has a terrible acoustic predispositions, and didn’t spend a dime on a sound proofing would it seem. I hear Neighbours chatting in their room, playing music, everything that goes on(!), mopping of the floor early morning, people going steps up and down. If someone drops something, it’s echoed and vibrates throughout the house. I’m a deep sleeper but not in this place. Not for people who need quiet to sleep.
❌ the 🛌!!! The main reason why I’d not stay again. The bed is very cheap, creaking. The mattress is awful. Very soft, unbearable. Only after a days sleep I’m considering visiting a chiropractor after my 4 nights visit. Paper thin quality pillows providing no support. I’ve had one of the worst sleeping experience in a long time.
Rooms’ bathroom sink has a reverse hot and cold tabs and the kitchen sink is wobbly (needs looking at)

My body feels broken and due to the lack of good night sleep, I’ve a feel of being in a dormitory rather than in a serviced accommodation. I’ll seek all opportunities to be outdoors as a result even-though I planned to spend some time on working from ”home”.
Even with the change of below quality standard bedding arrangement, I’m just not sure how the Limehouse Athens Solonos would tackle the obvious acoustic problem, the house presents to its temporary residents?!",1714710570
ChIJzacaH6a9oRQRBG4Ft9Hnlro,limehome Athens Solonos,4.2,"Solonos 103, Athina","['lodging', 'point_of_interest', 'establishment']",37.9841253,23.7337076,13,ליאת עסיג,5,Great rooms. Everything was nice and new. We loved the concept!,1714461345
ChIJzacaH6a9oRQRBG4Ft9Hnlro,limehome Athens Solonos,4.2,"Solonos 103, Athina","['lodging', 'point_of_interest', 'establishment']",37.9841253,23.7337076,13,Tomer Levi,5,"Clean, spacy, good locarion",1714413591
ChIJ36HCvjC9oRQRPjxc2rL_bg0,Academy Central Inn by KesTour,1.3,"Akadimias 69, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838188,23.7323287,7,Anabela veloso,1,"The room was completely dirty. dirty. Dirty. I have never seen a place with so low cleaning standards.
When we arrived the room was a mess, with dirty chips bags all over the place, the sheets were still the ones from the previous costumer (full of hairs, food, crumbs, stains) and the bed was half made half untied. The curtains were torned and completely brown (dirty ! They were “white” on the top). The main problem of The room was in fact the door: it was broken! It would open without key.
The shared bathroom was the most disgusting toilet we have ever been. Full of hairs, insects of all kinds and dust everywhere. The shower...apart from being completely destroyed, we could see the brown marks (dirtiness) on its walls - if you stay in this place don’t forget to bring your own flipflops! Don’t touch the floor!
In the corridor there is a small fridge than can be used, but the interior was  covered in mold.. if you just need to put a bottle of water it should be alright, otherwise I wouldn’t advise.
There is no internet in the house/“hotel”. The rooter is there, but it doesn’t work.

If you want a cheap quick bed, this place is ok. But don’t expect anything else as all the pictures on booking are FAKE.

Be careful with the window, do not open it! We got stung by 5 mosquitos and we ended up with around 20 bites each - and unfortunately one of us is allergic.

Location is good.",1537092814
ChIJ36HCvjC9oRQRPjxc2rL_bg0,Academy Central Inn by KesTour,1.3,"Akadimias 69, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838188,23.7323287,7,Sali Zac,1,"KesTour CANCELLED my reservation upon very short notice, however, they did NOT give me a refund. Any and all attempts to contact them, with directly by phone, or via booking.com (which is the site I had booked on) failed, they were neither replying to their phone nor to emails. Beware, it could happen to you!",1705992478
ChIJ36HCvjC9oRQRPjxc2rL_bg0,Academy Central Inn by KesTour,1.3,"Akadimias 69, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838188,23.7323287,7,She F,1,No no no never no. Avoid! Key needs to be obtained far away. WiFi not functional. Cockroaches. No air conditioning.,1537096473
ChIJ36HCvjC9oRQRPjxc2rL_bg0,Academy Central Inn by KesTour,1.3,"Akadimias 69, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838188,23.7323287,7,Alison Mts,1,"Hotel to avoid, broken lock, questionable electrical installation, moldy shower, having to pick up and drop off the keys by taxi at another location.

No hygiene facilities offered (shower gel, shampoo, soap, etc.)",1536487030
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838046,23.7329046,113,Jessica Pratten,1,"DO NOT EVER STAY HERE! We arrived at 1am from the airport to find a dodgy room that was dirty stains on the bed, stains all over the bed head dirty marks on every wall! Shower was disgusting and ripped towels were made available. We stayed the night and booked somewhere else and left first thing in the morning. No refund by the owner just a rude remark saying he noted that it was dirty etc. DO NOT STAY HERE!",1720189588
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838046,23.7329046,113,Sara Miranda,1,"My stay at this hotel was incredibly disappointing. Upon arrival, we were left stranded outside as there were no instructions for check-in and no reception available. Despite having confirmation emails, we were told our reservation was ""canceled"" in error. The instructions provided were inaccurate, leaving us without access to our room. The room itself was dirty upon arrival, and  the cleaning staff arrived without a key, despite us being told otherwise. On the day of check-out, we were rudely expelled from our room before the designated time by an unpleasant cleaning staff member. Additionally, the noise from the nearby pub made sleeping impossible until 1 am. To top it off, the room did not match the photos advertised online. Even after the cleaning, we found dirty dishes inside the kitchen cabinet. Overall, this experience was a major letdown.",1715335901
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838046,23.7329046,113,Lily Barrett,4,Large apartment. Very clean. Toilet wouldn't stop flushing which was a bit annoying. Easy to get to transport links or to just walk into the centre so is ideal. Provided a very good and large cot which was great as we have a big baby! We had read the reviews about the noise so we did kind of expect it... but it is VERY noisy. From the bars across the road. Ear plugs were provided and it is double double glazed! So not really sure what else they could do about it. Lift is TINY only one of us could barely fit with the pram which was more of a nuisance than a problem. We were overall happy with our stay,1710638697
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838046,23.7329046,113,Tom Davies,4,"Great space, 10 min walk to main down town area of the city. The hot water system is extremely hot, so be mindful of that! (The hot water tank was reading at a mid level temp on the gauge, when we checked afterwards, yet still it caused my girlfriend's hand to develop blisters on her hand from rinsing the dishes, even with the tap only set to a medium hot setting.) Otherwise a very lovely stay. Comfy bed, well equipped, huge apartment, good communication from host.",1711569253
ChIJq0q5tzC9oRQRO8xibMpS3ns,Athens Connection Apartments,3.7,"Kiafas 9, Athina","['lodging', 'point_of_interest', 'establishment']",37.9838046,23.7329046,113,Eoin Higgins,4,"Really nice apartment, easy to self check in and was reasonably priced

Pretty decent location near to ominia square",1729594108
ChIJvWl7iyi9oRQRcQqrhMr6eRY,Bob W Akadimia Athens,4.5,"Zaloggou 4, Athina","['real_estate_agency', 'lodging', 'point_of_interest', 'establishment']",37.9839053,23.7335088,167,Marton Szabo,5,"Fantastic experience through and through. Room was new, clean and came with loads amenities, particularly enjoyed the Polaroid camera and the tote bag with stickers and post cards! The online check-in and cardless doors also worked very well. Location is great for bars / restaurant and museums. Great experience overall, our only complaint is that the rooms were a little dark.",1727033018
ChIJvWl7iyi9oRQRcQqrhMr6eRY,Bob W Akadimia Athens,4.5,"Zaloggou 4, Athina","['real_estate_agency', 'lodging', 'point_of_interest', 'establishment']",37.9839053,23.7335088,167,Madison Stutts,5,"Lovely room, very clean, the shower gels were AMAZING!

We had a group of friends going on a Virgin cruise, and took advantage of being in Athens for the night. The bed was SO comfortable!

Highly recommend Bob W!! 🐻❤️😎",1729416415
